data: x, p, v, rho
-1 -4.26711e+10 4.99181e-10 1
-0.721722 -nan -nan -nan
-0.71972 -nan -nan -nan
-0.717718 -nan -nan -nan
-0.715716 -nan -nan -nan
-0.713714 -nan -nan -nan
-0.711712 -nan -nan -nan
-0.70971 -nan -nan -nan
-0.707708 -nan -nan -nan
-0.705706 -nan -nan -nan
-0.703704 -nan -nan -nan
-0.701702 -nan -nan -nan
-0.6997 -nan -nan -nan
-0.697698 -nan -nan -nan
-0.695696 -nan -nan -nan
-0.693694 -nan -nan -nan
-0.691692 -nan -nan -nan
-0.68969 -nan -nan -nan
-0.687688 -nan -nan -nan
-0.685686 -nan -nan -nan
-0.683684 -nan -nan -nan
-0.681682 -nan -nan -nan
-0.67968 -nan -nan -nan
-0.677678 -nan -nan -nan
-0.675676 -nan -nan -nan
-0.673674 -nan -nan -nan
-0.671672 -nan -nan -nan
-0.66967 -nan -nan -nan
-0.667668 -nan -nan -nan
-0.665666 -nan -nan -nan
-0.663664 -nan -nan -nan
-0.661662 -nan -nan -nan
-0.65966 -nan -nan -nan
-0.657658 -nan -nan -nan
-0.655656 -nan -nan -nan
-0.653654 -nan -nan -nan
-0.651652 -nan -nan -nan
-0.64965 -nan -nan -nan
-0.647648 -nan -nan -nan
-0.645646 -nan -nan -nan
-0.643644 -nan -nan -nan
-0.641642 -nan -nan -nan
-0.63964 -nan -nan -nan
-0.637638 -nan -nan -nan
-0.635636 -nan -nan -nan
-0.633634 -nan -nan -nan
-0.631632 -nan -nan -nan
-0.62963 -nan -nan -nan
-0.627628 -nan -nan -nan
-0.625626 -nan -nan -nan
-0.623624 -nan -nan -nan
-0.621622 -nan -nan -nan
-0.61962 -nan -nan -nan
-0.617618 -nan -nan -nan
-0.615616 -nan -nan -nan
-0.613614 -nan -nan -nan
-0.611612 -nan -nan -nan
-0.60961 -nan -nan -nan
-0.607608 -nan -nan -nan
-0.605606 -nan -nan -nan
-0.603604 -nan -nan -nan
-0.601602 -nan -nan -nan
-0.5996 -nan -nan -nan
-0.597598 -nan -nan -nan
-0.595596 -nan -nan -nan
-0.593594 -nan -nan -nan
-0.591592 -nan -nan -nan
-0.58959 -nan -nan -nan
-0.587588 -nan -nan -nan
-0.585586 -nan -nan -nan
-0.583584 -nan -nan -nan
-0.581582 -nan -nan -nan
-0.57958 -nan -nan -nan
-0.577578 -nan -nan -nan
-0.575576 -nan -nan -nan
-0.573574 -nan -nan -nan
-0.571572 -nan -nan -nan
-0.56957 -nan -nan -nan
-0.567568 -nan -nan -nan
-0.565566 -nan -nan -nan
-0.563564 -nan -nan -nan
-0.561562 -nan -nan -nan
-0.55956 -nan -nan -nan
-0.557558 -nan -nan -nan
-0.555556 -nan -nan -nan
-0.553554 -nan -nan -nan
-0.551552 -nan -nan -nan
-0.54955 -nan -nan -nan
-0.547548 -nan -nan -nan
-0.545546 -nan -nan -nan
-0.543544 -nan -nan -nan
-0.541542 -nan -nan -nan
-0.53954 -nan -nan -nan
-0.537538 -nan -nan -nan
-0.535536 -nan -nan -nan
-0.533534 -nan -nan -nan
-0.531532 -nan -nan -nan
-0.52953 -nan -nan -nan
-0.527528 -nan -nan -nan
-0.525526 -nan -nan -nan
-0.523524 -nan -nan -nan
-0.521522 -nan -nan -nan
-0.51952 -nan -nan -nan
-0.517518 -nan -nan -nan
-0.515516 -nan -nan -nan
-0.513514 -nan -nan -nan
-0.511512 -nan -nan -nan
-0.50951 -nan -nan -nan
-0.507508 -nan -nan -nan
-0.505506 -nan -nan -nan
-0.503504 -nan -nan -nan
-0.501502 -nan -nan -nan
-0.499499 -nan -nan -nan
-0.497497 -nan -nan -nan
-0.495495 -nan -nan -nan
-0.493493 -nan -nan -nan
-0.491491 -nan -nan -nan
-0.489489 -nan -nan -nan
-0.487487 -nan -nan -nan
-0.485485 -nan -nan -nan
-0.483483 -nan -nan -nan
-0.481481 -nan -nan -nan
-0.479479 -nan -nan -nan
-0.477477 -nan -nan -nan
-0.475475 -nan -nan -nan
-0.473473 -nan -nan -nan
-0.471471 -nan -nan -nan
-0.469469 -nan -nan -nan
-0.467467 -nan -nan -nan
-0.465465 -nan -nan -nan
-0.463463 -nan -nan -nan
-0.461461 -nan -nan -nan
-0.459459 -nan -nan -nan
-0.457457 -nan -nan -nan
-0.455455 -nan -nan -nan
-0.453453 -nan -nan -nan
-0.451451 -nan -nan -nan
-0.449449 -nan -nan -nan
-0.447447 -nan -nan -nan
-0.445445 -nan -nan -nan
-0.443443 -nan -nan -nan
-0.441441 -nan -nan -nan
-0.439439 -nan -nan -nan
-0.437437 -nan -nan -nan
-0.435435 -nan -nan -nan
-0.433433 -nan -nan -nan
-0.431431 -nan -nan -nan
-0.429429 -nan -nan -nan
-0.427427 -nan -nan -nan
-0.425425 -nan -nan -nan
-0.423423 -nan -nan -nan
-0.421421 -nan -nan -nan
-0.419419 -nan -nan -nan
-0.417417 -nan -nan -nan
-0.415415 -nan -nan -nan
-0.413413 -nan -nan -nan
-0.411411 -nan -nan -nan
-0.409409 -nan -nan -nan
-0.407407 -nan -nan -nan
-0.405405 -nan -nan -nan
-0.403403 -nan -nan -nan
-0.401401 -nan -nan -nan
-0.399399 -nan -nan -nan
-0.397397 -nan -nan -nan
-0.395395 -nan -nan -nan
-0.393393 -nan -nan -nan
-0.391391 -nan -nan -nan
-0.389389 -nan -nan -nan
-0.387387 -nan -nan -nan
-0.385385 -nan -nan -nan
-0.383383 -nan -nan -nan
-0.381381 -nan -nan -nan
-0.379379 -nan -nan -nan
-0.377377 -nan -nan -nan
-0.375375 -nan -nan -nan
-0.373373 -nan -nan -nan
-0.371371 -nan -nan -nan
-0.369369 -nan -nan -nan
-0.367367 -nan -nan -nan
-0.365365 -nan -nan -nan
-0.363363 -nan -nan -nan
-0.361361 -nan -nan -nan
-0.359359 -nan -nan -nan
-0.357357 -nan -nan -nan
-0.355355 -nan -nan -nan
-0.353353 -nan -nan -nan
-0.351351 -nan -nan -nan
-0.349349 -nan -nan -nan
-0.347347 -nan -nan -nan
-0.345345 -nan -nan -nan
-0.343343 -nan -nan -nan
-0.341341 -nan -nan -nan
-0.339339 -nan -nan -nan
-0.337337 -nan -nan -nan
-0.335335 -nan -nan -nan
-0.333333 -nan -nan -nan
-0.331331 -nan -nan -nan
-0.329329 -nan -nan -nan
-0.327327 -nan -nan -nan
-0.325325 -nan -nan -nan
-0.323323 -nan -nan -nan
-0.321321 -nan -nan -nan
-0.319319 -nan -nan -nan
-0.317317 -nan -nan -nan
-0.315315 -nan -nan -nan
-0.313313 -nan -nan -nan
-0.311311 -nan -nan -nan
-0.309309 -nan -nan -nan
-0.307307 -nan -nan -nan
-0.305305 -nan -nan -nan
-0.303303 -nan -nan -nan
-0.301301 -nan -nan -nan
-0.299299 -nan -nan -nan
-0.297297 -nan -nan -nan
-0.295295 -nan -nan -nan
-0.293293 -nan -nan -nan
-0.291291 -nan -nan -nan
-0.289289 -nan -nan -nan
-0.287287 -nan -nan -nan
-0.285285 -nan -nan -nan
-0.283283 -nan -nan -nan
-0.281281 -nan -nan -nan
-0.279279 -nan -nan -nan
-0.277277 -nan -nan -nan
-0.275275 -nan -nan -nan
-0.273273 -nan -nan -nan
-0.271271 -nan -nan -nan
-0.269269 -nan -nan -nan
-0.267267 -nan -nan -nan
-0.265265 -nan -nan -nan
-0.263263 -nan -nan -nan
-0.261261 -nan -nan -nan
-0.259259 -nan -nan -nan
-0.257257 -nan -nan -nan
-0.255255 -nan -nan -nan
-0.253253 -nan -nan -nan
-0.251251 -nan -nan -nan
-0.249249 -nan -nan -nan
-0.247247 -nan -nan -nan
-0.245245 -nan -nan -nan
-0.243243 -nan -nan -nan
-0.241241 -nan -nan -nan
-0.239239 -nan -nan -nan
-0.237237 -nan -nan -nan
-0.235235 -nan -nan -nan
-0.233233 -nan -nan -nan
-0.231231 -nan -nan -nan
-0.229229 -nan -nan -nan
-0.227227 -nan -nan -nan
-0.225225 -nan -nan -nan
-0.223223 -nan -nan -nan
-0.221221 -nan -nan -nan
-0.219219 -nan -nan -nan
-0.217217 -nan -nan -nan
-0.215215 -nan -nan -nan
-0.213213 -nan -nan -nan
-0.211211 -nan -nan -nan
-0.209209 -nan -nan -nan
-0.207207 -nan -nan -nan
-0.205205 -nan -nan -nan
-0.203203 -nan -nan -nan
-0.201201 -nan -nan -nan
-0.199199 -nan -nan -nan
-0.197197 -nan -nan -nan
-0.195195 -nan -nan -nan
-0.193193 -nan -nan -nan
-0.191191 -nan -nan -nan
-0.189189 -nan -nan -nan
-0.187187 -nan -nan -nan
-0.185185 -nan -nan -nan
-0.183183 -nan -nan -nan
-0.181181 -nan -nan -nan
-0.179179 -nan -nan -nan
-0.177177 -nan -nan -nan
-0.175175 -nan -nan -nan
-0.173173 -nan -nan -nan
-0.171171 -nan -nan -nan
-0.169169 -nan -nan -nan
-0.167167 -nan -nan -nan
-0.165165 -nan -nan -nan
-0.163163 -nan -nan -nan
-0.161161 -nan -nan -nan
-0.159159 -nan -nan -nan
-0.157157 -nan -nan -nan
-0.155155 -nan -nan -nan
-0.153153 -nan -nan -nan
-0.151151 -nan -nan -nan
-0.149149 -nan -nan -nan
-0.147147 -nan -nan -nan
-0.145145 -nan -nan -nan
-0.143143 -nan -nan -nan
-0.141141 -nan -nan -nan
-0.139139 -nan -nan -nan
-0.137137 -nan -nan -nan
-0.135135 -nan -nan -nan
-0.133133 -nan -nan -nan
-0.131131 -nan -nan -nan
-0.129129 -nan -nan -nan
-0.127127 -nan -nan -nan
-0.125125 -nan -nan -nan
-0.123123 -nan -nan -nan
-0.121121 -nan -nan -nan
-0.119119 -nan -nan -nan
-0.117117 -nan -nan -nan
-0.115115 -nan -nan -nan
-0.113113 -nan -nan -nan
-0.111111 -nan -nan -nan
-0.109109 -nan -nan -nan
-0.107107 -nan -nan -nan
-0.105105 -nan -nan -nan
-0.103103 -nan -nan -nan
-0.101101 -nan -nan -nan
-0.0990991 -nan -nan -nan
-0.0970971 -nan -nan -nan
-0.0950951 -nan -nan -nan
-0.0930931 -nan -nan -nan
-0.0910911 -nan -nan -nan
-0.0890891 -nan -nan -nan
-0.0870871 -nan -nan -nan
-0.0850851 -nan -nan -nan
-0.0830831 -nan -nan -nan
-0.0810811 -nan -nan -nan
-0.0790791 -nan -nan -nan
-0.0770771 -nan -nan -nan
-0.0750751 -nan -nan -nan
-0.0730731 -nan -nan -nan
-0.0710711 -nan -nan -nan
-0.0690691 -nan -nan -nan
-0.0670671 -nan -nan -nan
-0.0650651 -nan -nan -nan
-0.0630631 -nan -nan -nan
-0.0610611 -nan -nan -nan
-0.0590591 -nan -nan -nan
-0.0570571 -nan -nan -nan
-0.0550551 -nan -nan -nan
-0.0530531 -nan -nan -nan
-0.0510511 -nan -nan -nan
-0.049049 -nan -nan -nan
-0.047047 -nan -nan -nan
-0.045045 -nan -nan -nan
-0.043043 -nan -nan -nan
-0.041041 -nan -nan -nan
-0.039039 -nan -nan -nan
-0.037037 -nan -nan -nan
-0.035035 -nan -nan -nan
-0.033033 -nan -nan -nan
-0.031031 -nan -nan -nan
-0.029029 -nan -nan -nan
-0.027027 -nan -nan -nan
-0.025025 -nan -nan -nan
-0.023023 -nan -nan -nan
-0.021021 -nan -nan -nan
-0.019019 -nan -nan -nan
-0.017017 -nan -nan -nan
-0.015015 -nan -nan -nan
-0.013013 -nan -nan -nan
-0.011011 -nan -nan -nan
-0.00900901 -nan -nan -nan
-0.00700701 -nan -nan -nan
-0.00500501 -nan -nan -nan
-0.003003 -nan -nan -nan
-0.001001 -nan -nan -nan
0.001001 -nan -nan -nan
0.003003 -nan -nan -nan
0.00500501 -nan -nan -nan
0.00700701 -nan -nan -nan
0.00900901 -nan -nan -nan
0.011011 -nan -nan -nan
0.013013 -nan -nan -nan
0.015015 -nan -nan -nan
0.017017 -nan -nan -nan
0.019019 -nan -nan -nan
0.021021 -nan -nan -nan
0.023023 -nan -nan -nan
0.025025 -nan -nan -nan
0.027027 -nan -nan -nan
0.029029 -nan -nan -nan
0.031031 -nan -nan -nan
0.033033 -nan -nan -nan
0.035035 -nan -nan -nan
0.037037 -nan -nan -nan
0.039039 -nan -nan -nan
0.041041 -nan -nan -nan
0.043043 -nan -nan -nan
0.045045 -nan -nan -nan
0.047047 -nan -nan -nan
0.049049 -nan -nan -nan
0.0510511 -nan -nan -nan
0.0530531 -nan -nan -nan
0.0550551 -nan -nan -nan
0.0570571 -nan -nan -nan
0.0590591 -nan -nan -nan
0.0610611 -nan -nan -nan
0.0630631 -nan -nan -nan
0.0650651 -nan -nan -nan
0.0670671 -nan -nan -nan
0.0690691 -nan -nan -nan
0.0710711 -nan -nan -nan
0.0730731 -nan -nan -nan
0.0750751 -nan -nan -nan
0.0770771 -nan -nan -nan
0.0790791 -nan -nan -nan
0.0810811 -nan -nan -nan
0.0830831 -nan -nan -nan
0.0850851 -nan -nan -nan
0.0870871 -nan -nan -nan
0.0890891 -nan -nan -nan
0.0910911 -nan -nan -nan
0.0930931 -nan -nan -nan
0.0950951 -nan -nan -nan
0.0970971 -nan -nan -nan
0.0990991 -nan -nan -nan
0.101101 -nan -nan -nan
0.103103 -nan -nan -nan
0.105105 -nan -nan -nan
0.107107 -nan -nan -nan
0.109109 -nan -nan -nan
0.111111 -nan -nan -nan
0.113113 -nan -nan -nan
0.115115 -nan -nan -nan
0.117117 -nan -nan -nan
0.119119 -nan -nan -nan
0.121121 -nan -nan -nan
0.123123 -nan -nan -nan
0.125125 -nan -nan -nan
0.127127 -nan -nan -nan
0.129129 -nan -nan -nan
0.131131 -nan -nan -nan
0.133133 -nan -nan -nan
0.135135 -nan -nan -nan
0.137137 -nan -nan -nan
0.139139 -nan -nan -nan
0.141141 -nan -nan -nan
0.143143 -nan -nan -nan
0.145145 -nan -nan -nan
0.147147 -nan -nan -nan
0.149149 -nan -nan -nan
0.151151 -nan -nan -nan
0.153153 -nan -nan -nan
0.155155 -nan -nan -nan
0.157157 -nan -nan -nan
0.159159 -nan -nan -nan
0.161161 -nan -nan -nan
0.163163 -nan -nan -nan
0.165165 -nan -nan -nan
0.167167 -nan -nan -nan
0.169169 -nan -nan -nan
0.171171 -nan -nan -nan
0.173173 -nan -nan -nan
0.175175 -nan -nan -nan
0.177177 -nan -nan -nan
0.179179 -nan -nan -nan
0.181181 -nan -nan -nan
0.183183 -nan -nan -nan
0.185185 -nan -nan -nan
0.187187 -nan -nan -nan
0.189189 -nan -nan -nan
0.191191 -nan -nan -nan
0.193193 -nan -nan -nan
0.195195 -nan -nan -nan
0.197197 -nan -nan -nan
0.199199 -nan -nan -nan
0.201201 -nan -nan -nan
0.203203 -nan -nan -nan
0.205205 -nan -nan -nan
0.207207 -nan -nan -nan
0.209209 -nan -nan -nan
0.211211 -nan -nan -nan
0.213213 -nan -nan -nan
0.215215 -nan -nan -nan
0.217217 -nan -nan -nan
0.219219 -nan -nan -nan
0.221221 -nan -nan -nan
0.223223 -nan -nan -nan
0.225225 -nan -nan -nan
0.227227 -nan -nan -nan
0.229229 -nan -nan -nan
0.231231 -nan -nan -nan
0.233233 -nan -nan -nan
0.235235 -nan -nan -nan
0.237237 -nan -nan -nan
0.239239 -nan -nan -nan
0.241241 -nan -nan -nan
0.243243 -nan -nan -nan
0.245245 -nan -nan -nan
0.247247 -nan -nan -nan
0.249249 -nan -nan -nan
0.251251 -nan -nan -nan
0.253253 -nan -nan -nan
0.255255 -nan -nan -nan
0.257257 -nan -nan -nan
0.259259 -nan -nan -nan
0.261261 -nan -nan -nan
0.263263 -nan -nan -nan
0.265265 -nan -nan -nan
0.267267 -nan -nan -nan
0.269269 -nan -nan -nan
0.271271 -nan -nan -nan
0.273273 -nan -nan -nan
0.275275 -nan -nan -nan
0.277277 -nan -nan -nan
0.279279 -nan -nan -nan
0.281281 -nan -nan -nan
0.283283 -nan -nan -nan
0.285285 -nan -nan -nan
0.287287 -nan -nan -nan
0.289289 -nan -nan -nan
0.291291 -nan -nan -nan
0.293293 -nan -nan -nan
0.295295 -nan -nan -nan
0.297297 -nan -nan -nan
0.299299 -nan -nan -nan
0.301301 -nan -nan -nan
0.303303 -nan -nan -nan
0.305305 -nan -nan -nan
0.307307 -nan -nan -nan
0.309309 -nan -nan -nan
0.311311 -nan -nan -nan
0.313313 -nan -nan -nan
0.315315 -nan -nan -nan
0.317317 -nan -nan -nan
0.319319 -nan -nan -nan
0.321321 -nan -nan -nan
0.323323 -nan -nan -nan
0.325325 -nan -nan -nan
0.327327 -nan -nan -nan
0.329329 -nan -nan -nan
0.331331 -nan -nan -nan
0.333333 -nan -nan -nan
0.335335 -nan -nan -nan
0.337337 -nan -nan -nan
0.339339 -nan -nan -nan
0.341341 -nan -nan -nan
0.343343 -nan -nan -nan
0.345345 -nan -nan -nan
0.347347 -nan -nan -nan
0.349349 -nan -nan -nan
0.351351 -nan -nan -nan
0.353353 -nan -nan -nan
0.355355 -nan -nan -nan
0.357357 -nan -nan -nan
0.359359 -nan -nan -nan
0.361361 -nan -nan -nan
0.363363 -nan -nan -nan
0.365365 -nan -nan -nan
0.367367 -nan -nan -nan
0.369369 -nan -nan -nan
0.371371 -nan -nan -nan
0.373373 -nan -nan -nan
0.375375 -nan -nan -nan
0.377377 -nan -nan -nan
0.379379 -nan -nan -nan
0.381381 -nan -nan -nan
0.383383 -nan -nan -nan
0.385385 -nan -nan -nan
0.387387 -nan -nan -nan
0.389389 -nan -nan -nan
0.391391 -nan -nan -nan
0.393393 -nan -nan -nan
0.395395 -nan -nan -nan
0.397397 -nan -nan -nan
0.399399 -nan -nan -nan
0.401401 -nan -nan -nan
0.403403 -nan -nan -nan
0.405405 -nan -nan -nan
0.407407 -nan -nan -nan
0.409409 -nan -nan -nan
0.411411 -nan -nan -nan
0.413413 -nan -nan -nan
0.415415 -nan -nan -nan
0.417417 -nan -nan -nan
0.419419 -nan -nan -nan
0.421421 -nan -nan -nan
0.423423 -nan -nan -nan
0.425425 -nan -nan -nan
0.427427 -nan -nan -nan
0.429429 -nan -nan -nan
0.431431 -nan -nan -nan
0.433433 -nan -nan -nan
0.435435 -nan -nan -nan
0.437437 -nan -nan -nan
0.439439 -nan -nan -nan
0.441441 -nan -nan -nan
0.443443 -nan -nan -nan
0.445445 -nan -nan -nan
0.447447 -nan -nan -nan
0.449449 -nan -nan -nan
0.451451 -nan -nan -nan
0.453453 -nan -nan -nan
0.455455 -nan -nan -nan
0.457457 -nan -nan -nan
0.459459 -nan -nan -nan
0.461461 -nan -nan -nan
0.463463 -nan -nan -nan
0.465465 -nan -nan -nan
0.467467 -nan -nan -nan
0.469469 -nan -nan -nan
0.471471 -nan -nan -nan
0.473473 -nan -nan -nan
0.475475 -nan -nan -nan
0.477477 -nan -nan -nan
0.479479 -nan -nan -nan
0.481481 -nan -nan -nan
0.483483 -nan -nan -nan
0.485485 -nan -nan -nan
0.487487 -nan -nan -nan
0.489489 -nan -nan -nan
0.491491 -nan -nan -nan
0.493493 -nan -nan -nan
0.495495 -nan -nan -nan
0.497497 -nan -nan -nan
0.499499 -nan -nan -nan
0.501502 -nan -nan -nan
0.503504 -nan -nan -nan
0.505506 -nan -nan -nan
0.507508 -nan -nan -nan
0.50951 -nan -nan -nan
0.511512 -nan -nan -nan
0.513514 -nan -nan -nan
0.515516 -nan -nan -nan
0.517518 -nan -nan -nan
0.51952 -nan -nan -nan
0.521522 -nan -nan -nan
0.523524 -nan -nan -nan
0.525526 -nan -nan -nan
0.527528 -nan -nan -nan
0.52953 -nan -nan -nan
0.531532 -nan -nan -nan
0.533534 -nan -nan -nan
0.535536 -nan -nan -nan
0.537538 -nan -nan -nan
0.53954 -nan -nan -nan
0.541542 -nan -nan -nan
0.543544 -nan -nan -nan
0.545546 -nan -nan -nan
0.547548 -nan -nan -nan
0.54955 -nan -nan -nan
0.551552 -nan -nan -nan
0.553554 -nan -nan -nan
0.555556 -nan -nan -nan
0.557558 -nan -nan -nan
0.55956 -nan -nan -nan
0.561562 -nan -nan -nan
0.563564 -nan -nan -nan
0.565566 -nan -nan -nan
0.567568 -nan -nan -nan
0.56957 -nan -nan -nan
0.571572 -nan -nan -nan
0.573574 -nan -nan -nan
0.575576 -nan -nan -nan
0.577578 -nan -nan -nan
0.57958 -nan -nan -nan
0.581582 -nan -nan -nan
0.583584 -nan -nan -nan
0.585586 -nan -nan -nan
0.587588 -nan -nan -nan
0.58959 -nan -nan -nan
0.591592 -nan -nan -nan
0.593594 -nan -nan -nan
0.595596 -nan -nan -nan
0.597598 -nan -nan -nan
0.5996 -nan -nan -nan
0.601602 -nan -nan -nan
0.603604 -nan -nan -nan
0.605606 -nan -nan -nan
0.607608 -nan -nan -nan
0.60961 -nan -nan -nan
0.611612 -nan -nan -nan
0.613614 -nan -nan -nan
0.615616 -nan -nan -nan
0.617618 -nan -nan -nan
0.61962 -nan -nan -nan
0.621622 -nan -nan -nan
0.623624 -nan -nan -nan
0.625626 -nan -nan -nan
0.627628 -nan -nan -nan
0.62963 -nan -nan -nan
0.631632 -nan -nan -nan
0.633634 -nan -nan -nan
0.635636 -nan -nan -nan
0.637638 -nan -nan -nan
0.63964 -nan -nan -nan
0.641642 -nan -nan -nan
0.643644 -nan -nan -nan
0.645646 -nan -nan -nan
0.647648 -nan -nan -nan
0.64965 -nan -nan -nan
0.651652 -nan -nan -nan
0.653654 -nan -nan -nan
0.655656 -nan -nan -nan
0.657658 -nan -nan -nan
0.65966 -nan -nan -nan
0.661662 -nan -nan -nan
0.663664 -nan -nan -nan
0.665666 -nan -nan -nan
0.667668 -nan -nan -nan
0.66967 -nan -nan -nan
0.671672 -nan -nan -nan
0.673674 -nan -nan -nan
0.675676 -nan -nan -nan
0.677678 -nan -nan -nan
0.67968 -nan -nan -nan
0.681682 -nan -nan -nan
0.683684 -nan -nan -nan
0.685686 -nan -nan -nan
0.687688 -nan -nan -nan
0.68969 -nan -nan -nan
0.691692 -nan -nan -nan
0.693694 -nan -nan -nan
0.695696 -nan -nan -nan
0.697698 -nan -nan -nan
0.6997 -nan -nan -nan
0.701702 -nan -nan -nan
0.703704 -nan -nan -nan
0.705706 -nan -nan -nan
0.707708 -nan -nan -nan
0.70971 -nan -nan -nan
0.711712 -nan -nan -nan
0.713714 -nan -nan -nan
0.715716 -nan -nan -nan
0.717718 -nan -nan -nan
0.71972 -nan -nan -nan
0.721722 -nan -nan -nan
0.723724 -nan -nan -nan
0.725726 -nan -nan -nan
0.727728 -nan -nan -nan
0.72973 -nan -nan -nan
0.731732 -nan -nan -nan
0.733734 -nan -nan -nan
0.735736 -nan -nan -nan
0.737738 -nan -nan -nan
0.73974 -nan -nan -nan
0.741742 -nan -nan -nan
0.743744 -nan -nan -nan
0.745746 -nan -nan -nan
0.747748 -nan -nan -nan
0.74975 -nan -nan -nan
0.751752 -nan -nan -nan
0.753754 -nan -nan -nan
0.755756 -nan -nan -nan
0.757758 -nan -nan -nan
0.75976 -nan -nan -nan
0.761762 -nan -nan -nan
0.763764 -nan -nan -nan
0.765766 -nan -nan -nan
0.767768 -nan -nan -nan
0.76977 -nan -nan -nan
0.771772 -nan -nan -nan
